Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,SPX,VIX
2005-01-03,9.29310131072998,46.47213363647461,9.636080741882324,16.22532081604004,20.62077522277832,8.029547691345215,13.363168716430664,21.185569763183594,6.672196865081787,20.910585403442383,13.51170825958252,1202.0799560546875,14.079999923706055
2005-01-04,9.125740051269531,46.47213363647461,9.58649730682373,16.070636749267578,20.366357803344727,7.879926681518555,13.316858291625977,21.185569763183594,6.6261467933654785,20.742399215698242,13.353697776794434,1188.050048828125,13.979999542236328
2005-01-05,8.999428749084473,46.47213363647461,9.54517650604248,16.043977737426758,20.225757598876953,7.853076457977295,13.247376441955566,21.185569763183594,6.521933555603027,20.707366943359375,13.303603172302246,1183.739990234375,14.09000015258789
2005-01-06,9.059431076049805,46.47213363647461,9.710456848144531,16.123979568481445,20.292713165283203,7.830056667327881,13.311065673828125,21.185569763183594,6.555865287780762,20.861530303955078,13.234227180480957,1187.8900146484375,13.579999923706055
2005-01-07,9.07521915435791,46.47213363647461,9.633325576782227,16.03864288330078,20.1989803314209,7.845399856567383,13.374756813049316,21.185569763183594,6.555865287780762,20.847517013549805,13.230374336242676,1186.18994140625,13.489999771118164
2005-01-10,9.1162691116333,46.47213363647461,9.704950332641602,16.054641723632812,20.272624969482422,7.845399856567383,13.455809593200684,21.185569763183594,6.589791297912598,21.029708862304688,13.280477523803711,1190.25,13.229999542236328
2005-01-11,9.021537780761719,46.47213363647461,9.718722343444824,15.985306739807129,20.17890167236328,7.768672466278076,13.397915840148926,21.185569763183594,6.570406913757324,20.88255500793457,13.195694923400879,1182.989990234375,13.1899995803833
2005-01-12,9.081531524658203,46.47213363647461,9.88951301574707,15.963961601257324,20.205678939819336,7.810873985290527,13.438448905944824,21.185569763183594,6.589791297912598,21.0227108001709,13.272770881652832,1187.699951171875,12.5600004196167
2005-01-13,9.046798706054688,46.47213363647461,9.955628395080566,15.809289932250977,20.011516571044922,7.734142780303955,13.351594924926758,21.185569763183594,6.621301651000977,20.707366943359375,13.176424026489258,1177.449951171875,12.84000015258789
2005-01-14,9.13205623626709,46.47213363647461,10.043777465820312,15.862624168395996,20.145423889160156,7.757164001464844,13.426860809326172,21.185569763183594,6.677043437957764,20.791454315185547,13.299744606018066,1184.52001953125,12.430000305175781
2005-01-18,9.166790962219238,46.47213363647461,10.14295482635498,16.113311767578125,20.225757598876953,7.841568470001221,13.565834999084473,21.185569763183594,6.735211372375488,20.95964241027832,13.411511421203613,1195.97998046875,12.470000267028809
2005-01-19,9.103636741638184,46.47213363647461,10.107147216796875,15.953293800354004,20.065074920654297,7.676601886749268,13.542665481567383,21.185569763183594,6.706125259399414,20.82649803161621,13.276628494262695,1184.6300048828125,13.180000305175781
2005-01-20,9.053116798400879,46.47213363647461,10.005217552185059,15.835957527160645,19.884313583374023,7.622889041900635,13.531084060668945,21.185569763183594,6.684313774108887,20.721384048461914,13.037686347961426,1175.4100341796875,13.829999923706055
2005-01-21,9.015220642089844,46.47213363647461,10.027252197265625,15.755949020385742,19.757104873657227,7.569181442260742,13.415285110473633,21.185569763183594,6.65765380859375,20.58123207092285,12.991430282592773,1167.8699951171875,14.359999656677246
2005-01-24,8.888914108276367,46.47213363647461,10.115405082702637,15.761286735534668,19.696853637695312,7.5077972412109375,13.363168716430664,21.185569763183594,6.715819358825684,20.406036376953125,12.864256858825684,1163.75,14.649999618530273
2005-01-25,8.936284065246582,46.47213363647461,10.156729698181152,15.771951675415039,19.884313583374023,7.519309043884277,13.415285110473633,21.185569763183594,6.677043437957764,20.54619598388672,12.898945808410645,1168.4100341796875,14.0600004196167
2005-01-26,8.95206356048584,46.47213363647461,10.25589656829834,15.846620559692383,19.924480438232422,7.5960373878479,13.403706550598145,21.185569763183594,6.773989200592041,20.672327041625977,12.96831226348877,1174.0699462890625,13.4399995803833
2005-01-27,8.999428749084473,46.47213363647461,10.346806526184082,15.76661491394043,19.97804069519043,7.588365077972412,13.478974342346191,21.185569763183594,6.807919502258301,20.630281448364258,12.941336631774902,1174.550048828125,13.239999771118164
2005-01-28,8.989958763122559,46.47213363647461,10.22283935546875,15.74527645111084,19.957963943481445,7.588365077972412,13.484762191772461,21.185569763183594,6.815188884735107,20.462108612060547,12.879671096801758,1171.3599853515625,13.239999771118164
2005-01-31,9.100479125976562,46.47213363647461,10.344050407409668,15.931971549987793,20.219066619873047,7.642072677612305,13.51950454711914,21.185569763183594,6.892744541168213,20.497142791748047,13.018415451049805,1181.27001953125,12.819999694824219
2005-02-01,9.176262855529785,46.47213363647461,10.520354270935059,16.102651596069336,20.27932357788086,7.688114166259766,13.525293350219727,21.185569763183594,6.938791751861572,20.693349838256836,13.029977798461914,1189.4100341796875,12.029999732971191
2005-02-02,9.270994186401367,46.47213363647461,10.666352272033691,16.102651596069336,20.27932357788086,7.6919450759887695,13.635303497314453,21.185569763183594,6.965453147888184,20.777442932128906,13.068511009216309,1193.18994140625,11.65999984741211
2005-02-03,9.217316627502441,46.47213363647461,10.7186918258667,16.027973175048828,20.219066619873047,7.642072677612305,13.612140655517578,21.185569763183594,6.984843730926514,20.714372634887695,13.04153823852539,1189.8900146484375,11.789999961853027
2005-02-04,9.321517944335938,46.47213363647461,10.7572603225708,16.219989776611328,20.386444091796875,7.772512912750244,13.68741226196289,21.185569763183594,7.052700996398926,20.903573989868164,13.161006927490234,1203.030029296875,11.210000038146973
2005-02-07,9.318359375,46.47213363647461,10.685636520385742,16.235992431640625,20.373062133789062,7.749490737915039,13.658461570739746,21.185569763183594,7.0381622314453125,20.9175968170166,13.195694923400879,1201.719970703125,11.729999542236328
2005-02-08,9.318359375,46.47213363647461,10.762772560119629,16.171981811523438,20.48686981201172,7.7878546714782715,13.675836563110352,21.185569763183594,7.0793633460998535,20.966650009155273,13.164862632751465,1202.300048828125,11.600000381469727
2005-02-09,9.188896179199219,46.47213363647461,10.743488311767578,16.12931251525879,20.272624969482422,7.65358304977417,13.554244041442871,21.185569763183594,7.0381622314453125,20.742399215698242,13.018415451049805,1191.989990234375,12.0
2005-02-10,9.312044143676758,46.47213363647461,11.03824234008789,16.177316665649414,20.366357803344727,7.668929100036621,13.548456192016602,21.185569763183594,7.045433521270752,20.777442932128906,13.072366714477539,1197.010009765625,11.510000228881836
2005-02-11,9.403619766235352,46.47213363647461,11.13465690612793,16.30532455444336,20.500263214111328,7.741817951202393,13.62951374053955,21.185569763183594,7.0502800941467285,20.987672805786133,13.137882232666016,1205.300048828125,11.430000305175781
2005-02-14,9.413094520568848,46.47213363647461,11.148429870605469,16.278661727905273,20.48016929626465,7.757164001464844,13.635303497314453,21.185569763183594,7.1132965087890625,21.001684188842773,13.118619918823242,1206.1400146484375,11.520000457763672
2005-02-15,9.463618278503418,46.47213363647461,11.173229217529297,16.316001892089844,20.547122955322266,7.795527458190918,13.658461570739746,21.185569763183594,7.101174831390381,20.994672775268555,13.222668647766113,1210.1199951171875,11.270000457763672
2005-02-16,9.583609580993652,46.47213363647461,11.48726749420166,16.2039852142334,20.607383728027344,7.768672466278076,13.69320011138916,21.185569763183594,7.1205644607543945,20.966650009155273,13.199546813964844,1210.3399658203125,11.100000381469727
2005-02-17,9.548874855041504,46.47213363647461,11.333002090454102,16.05997657775879,20.419912338256836,7.642072677612305,13.606356620788574,21.185569763183594,7.106022834777832,20.938613891601562,13.13403034210205,1200.75,11.770000457763672
2005-02-18,9.656230926513672,46.47213363647461,11.583680152893066,15.889301300048828,20.419912338256836,7.626728534698486,13.588987350463867,21.185569763183594,7.030888557434082,21.253950119018555,13.107048034667969,1201.5899658203125,11.180000305175781
2005-02-22,9.510984420776367,46.47213363647461,11.5010404586792,15.654609680175781,20.09186363220215,7.584526538848877,13.386334419250488,21.185569763183594,6.863659858703613,21.001684188842773,12.848843574523926,1184.1600341796875,13.140000343322754
2005-02-23,9.656230926513672,46.47213363647461,11.647040367126465,15.798626899719238,20.118642807006836,7.56151008605957,13.421075820922852,21.185569763183594,6.900018215179443,21.09979248046875,12.929776191711426,1190.800048828125,12.390000343322754
2005-02-24,9.7604398727417,46.47213363647461,11.875680923461914,15.81995677947998,20.40653419494629,7.626728534698486,13.484762191772461,21.185569763183594,6.953334808349609,21.260967254638672,12.941336631774902,1200.199951171875,11.569999694824219
2005-02-25,9.912010192871094,46.47213363647461,12.167682647705078,15.979972839355469,20.573911666870117,7.676601886749268,13.531084060668945,21.185569763183594,7.089056015014648,21.43614959716797,13.003000259399414,1211.3699951171875,11.489999771118164
2005-02-28,9.817281723022461,46.47213363647461,12.079530715942383,15.825292587280273,20.453399658203125,7.65358304977417,13.502134323120117,21.185569763183594,7.040585041046143,21.113800048828125,12.949042320251465,1203.5999755859375,12.079999923706055
